gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
COX6C	282641	537	29	11796792	3156888	0	11	3	0	11	158	232384341	4.696006e-01	1
INPP5F	656842	199	43	171967320	44549505	0	92	15	0	0	15	44549505	4.703975e-01	1
MAGEB2	74310	NaN	16	46397946	13666002	0	66	15	0	6	124	122100951	4.708685e-01	1
SOX6	126866	989	-18	130013940	34289619	0	104	19	0	9	166	260007111	4.708939e-01	1
LRRC59	1335838	196	24	45587955	13479081	0	27	6	0	3	43	84052143	4.712831e-01	1
BUD13	419339	326	36	92608971	25649715	0	47	7	0	0	7	25649715	4.713822e-01	1
KLHDC5	349689	387	11	73210725	21994371	0	49	19	0	3	74	120148665	4.714873e-01	1
RPE65	201619	477	-16	82058319	21122073	0	88	19	0	4	102	109701858	4.717867e-01	1
BLCAP	790368	549	52	12627552	3821496	0	10	4	0	39	721	1009996470	4.717954e-01	1
C17orf81	1782958	316	21	52566339	15099063	0	22	3	0	3	19	62971608	4.719238e-01	1
RPL10	2277674	NaN	40	32877327	8806056	0	23	4	0	6	54	95724321	4.719496e-01	1
CDC42	441481	155	28	33396552	9470664	0	15	3	0	2	13	39170334	4.720636e-01	1
CCL27	731413	298	51	17175963	4818408	0	12	1	0	24	332	552185403	4.725920e-01	1
LRRC49	252612	404	11	105215754	26937393	0	72	18	0	3	58	119006370	4.730067e-01	1
FRZB	330424	450	6	48454077	13728309	0	39	9	0	12	144	236185068	4.730242e-01	1
CAPZA1	560292	325	23	45172575	10716804	0	22	3	0	7	107	302168181	4.731750e-01	1
KIAA1598	202512	533	-14	98548905	23572815	0	41	5	0	0	5	23572815	4.733356e-01	1
MME	72464	650	-12	117635616	28225071	0	135	29	0	6	132	140315364	4.736283e-01	1
DGCR8	587146	218	50	115849482	31818108	0	72	20	0	3	43	96015087	4.741043e-01	1
NAA15	389880	299	26	135580032	31215807	0	72	12	0	0	12	31215807	4.741816e-01	1
TLL1	81353	538	-19	155954421	38568033	0	258	49	0	2	86	70033068	4.744858e-01	1
MEIG1	256253	571	35	14060613	3073812	0	9	1	0	25	321	550253886	4.751331e-01	1
C11orf80	1534660	164	38	101996559	28848141	0	59	12	0	2	27	56138607	4.751656e-01	1
C1orf96	285692	361	9	39876480	11526795	0	19	3	0	3	22	49741755	4.752521e-01	1
CRX	881316	336	39	42971061	13852923	0	81	21	0	3	76	54061707	4.753271e-01	1
ZNF441	904926	521	-1	105631134	24839724	0	53	10	0	1	18	47415627	4.755981e-01	1
ZNF91	410897	1524	-57	179381853	44175663	0	233	38	0	0	38	44175663	4.757148e-01	1
CCDC23	820426	426	30	10654497	2367666	0	6	2	0	3	49	88455171	4.758909e-01	1
SNTB1	154339	819	2	78132978	24112809	0	62	14	0	0	14	24112809	4.762088e-01	1
PYY	920082	241	29	14309841	4631487	0	12	2	0	39	568	848953644	4.764719e-01	1
CAPN5	403200	395	38	95952780	26854317	0	68	17	0	2	99	170430414	4.764837e-01	1
DMXL1	305800	381	28	454280337	122184027	0	249	50	0	0	50	122184027	4.772339e-01	1
UHRF1BP1L	184820	559	7	222726756	57467823	0	143	29	0	1	38	72213813	4.772451e-01	1
NUPL2	509506	218	23	62888532	17861340	0	44	7	0	0	7	17861340	4.773148e-01	1
SAP130	541058	248	36	157345944	50260980	0	107	26	0	1	35	68932311	4.773369e-01	1
SLAMF1	1160206	634	30	50260980	14039844	0	66	18	0	2	63	58132431	4.780131e-01	1
EIF1AY	0	0	0	23572815	5026098	0	3	0	0	5	9	117573309	4.780155e-01	1
SLC9A3R2	1747301	183	46	49201761	15472905	0	18	2	0	1	5	24299730	4.784617e-01	1
VRK2	198322	479	8	81372942	19626705	0	46	7	0	3	24	57696282	4.786716e-01	1
LAYN	418517	326	21	56512449	15078294	0	38	6	0	1	18	42472605	4.787243e-01	1
HOMER1	177305	593	37	54310935	14039844	0	37	5	0	1	13	25628946	4.788718e-01	1
ASCL2	NaN	NaN	NaN	26189709	10322193	0	8	0	0	0	0	10322193	4.788785e-01	1
SDR42E1	207928	635	13	56969367	17175963	0	44	13	0	3	63	112007217	4.792417e-01	1
EDC4	879834	158	50	206776164	62265462	0	140	34	0	4	67	121166346	4.793758e-01	1
FMR1NB	96935	NaN	-13	39294948	9927582	0	42	6	0	2	78	80957562	4.794555e-01	1
POC1A	1096747	193	52	61559316	17445960	0	33	6	0	2	23	57156288	4.794746e-01	1
UCHL1	224086	190	39	34788075	9200667	0	28	6	0	16	217	383312664	4.795049e-01	1
DICER1	215900	674	16	289104480	76824531	0	197	48	0	6	93	157948245	4.798071e-01	1
OSBP	432625	353	6	120771735	33500397	0	71	19	0	5	88	189828660	4.798621e-01	1
MUC1	1801444	194	32	46584867	8182986	0	31	5	0	4	25	51839424	4.801182e-01	1
CAMTA2	1416161	231	30	184594872	55723227	0	111	26	0	16	238	428007552	4.801390e-01	1
KCNN3	1958370	559	34	108102645	31714263	0	191	64	0	0	64	31714263	4.805239e-01	1
PAK4	1652029	286	26	84363678	28287378	0	64	20	0	7	79	126981666	4.808070e-01	1
HCRT	2129732	206	30	18006723	7165305	0	8	1	0	1	18	33874239	4.809983e-01	1
TEX15	352456	346	11	416293836	105963438	0	301	71	0	6	127	216703746	4.813223e-01	1
COG2	379098	568	3	112547211	29824284	0	59	8	0	3	67	176889573	4.814124e-01	1
CYP7B1	8894	1018	22	75786081	20229006	0	117	21	0	0	21	20229006	4.819761e-01	1
MS4A12	333232	899	13	40042632	11547564	0	42	9	0	5	93	130470858	4.821953e-01	1
SLAMF7	1188881	618	29	50198673	14226765	0	47	16	0	6	111	121498650	4.822300e-01	1
C1orf116	451418	155	25	85568280	27705846	0	55	14	0	9	139	273735420	4.827334e-01	1
TGFB1	1193025	249	33	57114750	17466729	0	42	6	0	1	10	25088952	4.830234e-01	1
FAM57B	NaN	NaN	NaN	40021863	12378324	0	23	5	0	1	18	35556528	4.831056e-01	1
ERMN	78933	837	8	45878721	10571421	0	34	4	0	1	32	48454077	4.832541e-01	1
CCDC70	353099	349	69	35743449	8245293	0	27	3	0	14	216	354547599	4.833103e-01	1
TTC32	479338	390	9	23261280	5649168	0	17	3	0	4	149	250931058	4.842220e-01	1
SAMD3	84835	891	27	81186021	19689012	0	95	16	0	16	372	423459141	4.848118e-01	1
EDARADD	482656	589	11	35328069	8473752	0	32	3	0	0	3	8473752	4.851442e-01	1
PCM1	381765	253	2	311202696	76533765	0	118	23	0	1	28	90054384	4.852422e-01	1
RAB5C	2150553	206	33	32815020	8992977	0	25	3	0	0	3	8992977	4.852732e-01	1
EFCAB4A	1799017	232	51	43344903	13541388	0	37	7	0	8	106	168478128	4.857798e-01	1
NFATC3	882378	152	43	167377371	50323287	0	100	26	0	2	60	129723174	4.859436e-01	1
PDGFRA	51422	518	27	165425085	43801821	0	183	37	0	0	37	43801821	4.860882e-01	1
HSCB	571394	219	-10	36491133	8992977	0	16	2	0	4	45	134853117	4.866939e-01	1
EVI2A	NaN	NaN	NaN	38298036	10799880	0	24	3	0	1	16	33978084	4.869722e-01	1
ATP5F1	397613	348	23	38734185	10799880	0	23	2	0	0	2	10799880	4.872725e-01	1
RPS3A	214920	335	26	40873392	10156041	0	26	4	0	9	118	222892908	4.872737e-01	1
RBM43	215149	617	17	53230947	14434455	0	31	4	0	5	44	75619929	4.872799e-01	1
DCLRE1A	264051	515	7	155684424	40894161	0	83	15	0	1	16	44985654	4.873337e-01	1
C7orf66	75279	982	-24	17570574	4610718	0	29	7	0	3	283	247379559	4.873638e-01	1
C20orf3	545344	676	-29	61559316	18505179	0	43	10	0	5	66	106773429	4.873754e-01	1
TEAD4	506329	267	35	66232341	17819802	0	48	12	0	5	85	141582273	4.874865e-01	1
ZYG11A	NaN	NaN	NaN	114021810	31278114	0	55	10	0	1	23	54456318	4.876019e-01	1
POLR2I	978272	326	6	20312082	4610718	0	18	3	0	44	677	847935963	4.877274e-01	1
LOR	836876	556	24	42721833	16033668	0	44	26	0	2	65	50904819	4.878704e-01	1
RFXAP	191525	731	-15	39772635	11755254	0	21	3	0	0	3	11755254	4.879219e-01	1
ZNF800	313691	807	-5	99317358	26293554	0	77	21	0	3	74	94893561	4.880923e-01	1
SPRED2	545446	346	36	63594678	17155194	0	62	13	0	1	27	31901184	4.891787e-01	1
LAMB1	481432	406	11	272738508	69513843	0	199	41	0	0	41	69513843	4.895667e-01	1
ZDHHC17	181943	605	-12	98195832	24112809	0	44	6	0	1	39	116534859	4.900113e-01	1
KRT33A	1321356	424	-6	59960103	17362884	0	64	11	0	0	11	17362884	4.904098e-01	1
RPL19	1426821	212	31	30488892	7829913	0	29	4	0	5	82	129245487	4.904666e-01	1
NPW	1747301	183	46	22181292	9096822	0	12	2	0	1	5	17923647	4.906316e-01	1
PRKAG2	600611	437	20	86129043	24154347	0	71	14	0	0	14	24154347	4.906639e-01	1
HSD17B2	192405	635	2	57447054	16199820	0	51	9	0	2	33	48890226	4.907108e-01	1
KLF2	785109	258	12	49222530	17944416	0	20	2	0	0	2	17944416	4.908291e-01	1
TCTA	1585328	201	32	15265215	4673025	0	10	4	0	2	21	32669637	4.908668e-01	1
CDA	631461	208	35	22243599	5981472	0	25	5	0	7	218	249934146	4.911647e-01	1
FAM161B	443041	158	51	95848935	27394311	0	50	7	0	7	75	181811826	4.916309e-01	1
BDH2	350185	454	27	38256498	9969120	0	23	3	0	1	12	33832701	4.921566e-01	1
PEX11G	609287	308	36	34497309	11859099	0	25	3	0	1	15	33957315	4.922109e-01	1
AMY2A	27205	1015	-20	78216054	19979778	0	40	8	0	2	18	51237123	4.922778e-01	1
HM13	741997	309	-33	67333098	19896702	0	31	4	0	1	7	27726615	4.923464e-01	1
C1orf63	613835	460	36	41891073	13499850	0	25	8	0	19	321	556526124	4.924016e-01	1
RNF8	485024	426	37	78361437	20083623	0	44	7	0	0	7	20083623	4.929554e-01	1
PNPLA1	839966	358	30	78506820	24548958	0	43	6	0	0	6	24548958	4.931386e-01	1
TUBA4A	694442	193	44	65879268	19169787	0	43	10	0	2	30	61330857	4.931605e-01	1
CREB3L4	2028800	222	34	58859346	17404422	0	44	5	0	1	27	50053290	4.935026e-01	1
EIF3J	667670	534	30	40707240	9449895	0	25	3	0	0	3	9449895	4.935535e-01	1
ZBTB6	407115	430	26	63386988	16303665	0	41	9	0	15	193	383395740	4.936241e-01	1
PSMB5	1251074	185	39	42431067	12959856	0	22	3	0	6	55	131924688	4.936373e-01	1
ZNF438	89942	603	20	122080182	34435002	0	94	22	0	8	148	249435690	4.938837e-01	1
EXOSC4	2720766	211	27	34601154	12004482	0	21	3	0	0	3	12004482	4.939509e-01	1
ARHGAP11A	244857	383	1	154105980	41475693	0	60	9	0	1	12	50157135	4.940574e-01	1
MED18	754355	170	25	31257345	8307600	0	22	3	0	41	791	1380286971	4.943128e-01	1
LEMD3	299752	577	7	134188509	39398793	0	72	19	0	1	20	50614053	4.944261e-01	1
SLC35F5	518912	544	19	80334492	21350532	0	62	15	0	6	130	184262568	4.947155e-01	1
LGR4	345497	337	-18	142703799	39481869	0	83	18	0	2	80	158841312	4.947456e-01	1
TWISTNB	168714	941	-11	50655591	13582926	0	39	6	0	1	14	20748231	4.950497e-01	1
CD7	2856070	193	24	33791163	12004482	0	42	12	0	0	12	12004482	4.951858e-01	1
MAOA	62832	NaN	13	80687565	21495915	0	47	8	0	0	8	21495915	4.954654e-01	1
RAD9A	1269888	177	51	58402428	17487498	0	27	8	0	4	30	93564345	4.956620e-01	1
S100A5	1454773	186	26	17487498	4008417	0	12	3	0	24	266	447135801	4.957784e-01	1
PAX6	172494	631	-11	66024651	18401334	0	61	14	0	0	14	18401334	4.957799e-01	1
MRPL50	112947	898	-22	23489739	6604542	0	17	1	0	0	1	6604542	4.958032e-01	1
PIGZ	754196	306	29	80147571	28640451	0	50	14	0	13	142	242208078	4.958727e-01	1
OR52A1	109516	1024	-15	45193344	13188315	0	66	16	0	12	432	363145965	4.965476e-01	1
GATAD2B	1697153	161	36	87894408	25566639	0	62	12	0	0	12	25566639	4.967917e-01	1
GADD45GIP1	1886809	335	40	32025798	10156041	0	20	4	0	8	100	132963138	4.968293e-01	1
COMMD5	1454261	384	20	31735032	10571421	0	23	6	0	13	270	406387023	4.972494e-01	1
RNF183	426351	312	26	27560463	8764518	0	20	5	0	13	162	304182774	4.973379e-01	1
CD1E	135429	902	5	58900884	15057525	0	138	29	0	2	85	43241058	4.978547e-01	1
ITM2B	340844	457	36	40707240	10446807	0	28	6	0	22	272	440323569	4.980359e-01	1
TNK2	934412	285	48	160482063	52047114	0	104	35	0	2	155	283683771	4.980680e-01	1
C4orf36	268001	603	36	18131337	4922253	0	14	1	0	11	135	258324822	4.992142e-01	1
SPR	450159	421	23	36864975	12731397	0	19	8	0	12	168	323124102	4.994232e-01	1
PIGY	449479	295	29	26771241	8432214	0	9	0	0	0	0	8432214	4.995244e-01	1
APITD1	771199	383	28	32669637	8079141	0	20	5	0	38	676	984242910	4.996738e-01	1
PI3	842540	324	25	17529036	5088405	0	18	5	0	4	98	132734679	5.001028e-01	1
GLTSCR2	812020	262	36	70448448	22326675	0	48	10	0	0	10	22326675	5.014447e-01	1
SAGE1	246199	NaN	26	137220783	36553440	0	134	26	0	1	28	43843359	5.015488e-01	1
IHH	823105	324	37	58132431	19502091	0	44	12	0	7	106	190534806	5.016371e-01	1
SMARCD3	610106	290	32	75287625	21101304	0	40	9	0	3	72	146172222	5.016888e-01	1
TBC1D15	219208	563	-9	114125655	27435849	0	47	6	0	0	6	27435849	5.018236e-01	1
KIF23	307077	298	19	147522207	37591890	0	62	9	0	1	11	42617988	5.019207e-01	1
SH3RF1	241771	244	24	128186268	40728009	0	67	17	0	4	62	152610612	5.020407e-01	1
SH3YL1	304765	624	-18	52026345	14517531	0	32	4	0	2	11	28661220	5.021212e-01	1
PAK3	109883	NaN	18	89285931	23302818	0	85	18	0	1	57	75433008	5.021988e-01	1
RPTN	486922	468	25	119878668	27352773	0	212	46	0	2	254	166525842	5.024162e-01	1
SPOPL	85990	638	15	61019322	14932911	0	60	13	0	1	19	28370454	5.024213e-01	1
SLC35A4	706371	319	29	43967973	16781352	0	30	11	0	22	301	559018404	5.028752e-01	1
HESX1	454806	389	37	28370454	7144536	0	18	2	0	13	157	331992465	5.029517e-01	1
C1orf43	2028928	185	35	38464188	10758342	0	30	4	0	3	31	56013993	5.035750e-01	1
ANO5	51558	935	-7	141333045	34746537	0	150	29	0	0	29	34746537	5.038413e-01	1
MORN4	564805	169	40	22388982	6085317	0	8	0	0	2	9	36719592	5.038710e-01	1
C6orf89	836025	244	43	54040938	14060613	0	36	11	0	21	335	493180674	5.040068e-01	1
RND1	1655612	214	57	34808844	9802968	0	30	8	0	29	359	614263944	5.041008e-01	1
PPP2R5A	485902	298	16	75495315	18525948	0	37	7	0	4	29	60853170	5.057744e-01	1
MIA	1127178	201	27	19689012	5856858	0	14	3	0	8	112	173047308	5.059221e-01	1
ADCYAP1	272034	531	-13	26106633	8037603	0	26	8	0	12	157	197949339	5.060362e-01	1
LYSMD3	86012	780	7	45795645	12087558	0	27	3	0	0	3	12087558	5.061940e-01	1
SLC25A13	149460	802	2	101768100	29014293	0	80	15	0	0	15	29014293	5.062372e-01	1
POLR2B	570731	443	33	179361084	46501791	0	86	16	0	0	16	46501791	5.063995e-01	1
MUSTN1	1193949	272	49	12440631	3572268	0	10	3	0	5	110	162974343	5.066655e-01	1
FAM116A	718677	332	30	94021263	24673572	0	48	12	0	16	156	337537788	5.068758e-01	1
NPHP3	211862	768	24	201583914	53812479	0	88	19	0	3	30	85755201	5.069714e-01	1
SATL1	82752	NaN	-16	95475093	23842812	0	76	17	0	6	108	155082123	5.071548e-01	1
C2CD4B	NaN	NaN	NaN	48724074	19751319	0	16	2	0	0	2	19751319	5.076199e-01	1
AGBL5	1257014	290	34	133004676	40333398	0	97	19	0	8	104	170970408	5.076731e-01	1
WDR53	1180405	156	30	52504032	15223677	0	30	4	0	0	4	15223677	5.080497e-01	1
C12orf62	1040456	192	58	8722980	2367666	0	6	1	0	40	650	983619840	5.081770e-01	1
TWSG1	499362	387	43	34518078	8349138	0	24	6	0	11	86	158799774	5.083110e-01	1
SLC9A5	1155617	142	51	131135466	40395705	0	80	24	0	8	121	230868204	5.083482e-01	1
GIP	793101	174	29	23448201	6583773	0	19	4	0	10	137	222747525	5.085425e-01	1
UBQLN4	2005405	213	39	88475940	26667396	0	61	13	0	5	75	127210125	5.089085e-01	1
LAT2	997452	202	51	38754954	9844506	0	29	4	0	6	64	107936493	5.089859e-01	1
GALK2	315919	528	8	70386141	19149018	0	45	10	0	5	50	98860440	5.091724e-01	1
LIPI	95960	991	-18	74353020	18110568	0	109	17	0	0	17	18110568	5.093191e-01	1
DARS2	442819	385	11	98216601	26522013	0	53	7	0	0	7	26522013	5.095680e-01	1
TESK1	1202125	248	37	88579785	30862734	0	47	14	0	1	17	45774876	5.095749e-01	1
PUM1	498145	189	36	176764959	50717898	0	117	23	0	5	76	132049302	5.097785e-01	1
ING3	105792	514	7	65401581	16532124	0	37	5	0	0	5	16532124	5.099449e-01	1
PTAR1	288169	640	-11	60728556	16469817	0	22	2	0	0	2	16469817	5.099760e-01	1
NARF	2583801	179	20	76471458	20291313	0	61	10	0	2	19	35868063	5.100312e-01	1
FBXL19	1508459	247	46	98715057	33687318	0	45	9	0	2	18	58713963	5.101687e-01	1
C22orf33	724899	379	44	42701064	11194491	0	36	8	0	1	68	96534312	5.103964e-01	1
EPHX1	925960	168	8	68683083	18546717	0	75	19	0	8	129	132360837	5.105447e-01	1
LGALS2	991778	176	51	20519772	5213019	0	17	1	0	0	1	5213019	5.106347e-01	1
KLK13	490795	632	22	40458012	12627552	0	41	12	0	12	216	244139595	5.106738e-01	1
OR2C1	1361831	303	29	44404122	14351379	0	41	16	0	3	46	66751566	5.109202e-01	1
RAB31	441061	148	43	30509661	7622223	0	16	4	0	10	71	151717545	5.110463e-01	1
UPK1B	222933	588	0	40395705	10135272	0	33	6	0	7	91	140793051	5.112928e-01	1
KRT1	1441383	464	29	94457412	28225071	0	147	41	0	2	131	79649115	5.116206e-01	1
BST1	174344	327	66	48329463	13292160	0	34	5	0	3	47	85630587	5.116278e-01	1
SPATA19	270077	622	-14	26189709	6833001	0	34	6	0	1	20	20499003	5.116852e-01	1
ROPN1	244828	450	24	31714263	9096822	0	27	9	0	3	51	59087805	5.120282e-01	1
CXorf26	102519	NaN	16	36158829	8826825	0	29	4	0	12	173	254046408	5.122607e-01	1
MARCH3	298349	603	27	37176510	11298336	0	22	5	0	6	93	189350973	5.124755e-01	1
SLC16A13	1696302	360	24	58755501	21807450	0	43	16	0	8	83	127106280	5.126080e-01	1
C3orf22	289633	508	52	20852076	6438390	0	19	5	0	11	154	212757636	5.131471e-01	1
CARD6	212186	526	19	152444460	42202608	0	124	28	0	2	35	58070124	5.138743e-01	1
ATP1B4	484939	NaN	23	55245540	13541388	0	52	11	0	7	98	132256992	5.139569e-01	1
ACAT2	648197	420	22	59087805	17300577	0	29	6	0	3	77	159215154	5.141471e-01	1
MGST2	382197	256	12	22388982	6396852	0	11	1	0	20	277	579828942	5.145269e-01	1
MCL1	1475649	152	31	51673272	15119832	0	40	17	0	7	143	173109615	5.145937e-01	1
PCOLCE	1767777	242	60	65380812	20852076	0	38	9	0	1	30	61164705	5.146415e-01	1
ELF4	384451	NaN	48	95225865	30634275	0	56	20	0	4	61	109203402	5.146865e-01	1
NUP62CL	227679	NaN	32	28723527	7601454	0	17	5	0	5	45	97468917	5.147524e-01	1
CDC25B	860065	241	43	87582873	24756648	0	59	10	0	2	30	60043179	5.149478e-01	1
TBC1D26	730837	431	-16	39253410	10093734	0	45	6	0	3	61	73999947	5.149596e-01	1
MAMSTR	1635420	190	44	59607030	20395158	0	19	4	0	0	4	20395158	5.149666e-01	1
C11orf42	466636	728	4	47145630	16033668	0	39	7	0	0	7	16033668	5.149920e-01	1
SAMD7	400118	622	17	66606183	18692100	0	79	18	0	7	136	164137407	5.151542e-01	1
KRT32	1445853	325	-22	66419262	19128249	0	82	19	0	8	169	178114944	5.151602e-01	1
CAPZA3	82407	911	-29	44570274	11630640	0	90	17	0	0	17	11630640	5.153133e-01	1
PNRC1	307937	375	29	46335639	15223677	0	23	5	0	3	92	199278555	5.156134e-01	1
PRKRIP1	579276	202	61	28848141	7102998	0	18	3	0	50	669	1077288030	5.157670e-01	1
OR2W1	155147	738	1	46626405	13375236	0	54	13	0	8	191	210971502	5.158891e-01	1
FBXO40	289905	613	25	104945757	28515837	0	133	24	0	3	91	94395105	5.161225e-01	1
SEMA4C	822597	392	46	121353267	38028039	0	92	15	0	5	97	164345097	5.161414e-01	1
ARMCX1	329999	NaN	8	65422350	19439784	0	59	11	0	3	43	63636216	5.161697e-01	1
CCL24	1013258	255	46	17902878	4901484	0	12	0	0	0	0	4901484	5.161725e-01	1
TRAFD1	730140	239	40	88143636	23572815	0	45	6	0	0	6	23572815	5.162553e-01	1
NR2C2	483299	400	43	92941275	25691253	0	47	9	0	3	21	63573909	5.164516e-01	1
RARRES3	854193	303	56	24839724	6874539	0	28	7	0	7	60	63760830	5.164838e-01	1
CALHM2	542721	170	51	46024104	14787528	0	32	11	0	19	262	413967708	5.167520e-01	1
EPN2	658567	227	6	92712816	29284290	0	58	14	0	0	14	29284290	5.167597e-01	1
OR5C1	433740	487	10	44653350	15285984	0	51	14	0	7	139	161832048	5.171633e-01	1
FGF7	273513	370	-7	29637363	7310688	0	22	6	0	6	104	156265956	5.172761e-01	1
WDR36	205349	738	6	144199167	39232641	0	99	17	0	0	17	39232641	5.174719e-01	1
LIMK1	1047202	219	52	97198920	27664308	0	73	22	0	18	216	317163399	5.174858e-01	1
UBXN2B	197666	638	26	49990983	13811385	0	35	5	0	2	15	27892767	5.175299e-01	1
LEPROTL1	387693	231	51	30738120	9200667	0	9	0	0	1	4	23780505	5.178892e-01	1
CHRNA3	495901	373	46	83574456	22596672	0	53	14	0	5	61	99898890	5.179362e-01	1
ACCS	345807	680	3	76180692	21018228	0	46	7	0	1	19	48537153	5.179661e-01	1
XPNPEP3	969480	269	43	76242999	21080535	0	50	9	0	18	277	550627728	5.180375e-01	1
TMEM39A	270591	599	29	72649962	20748231	0	46	9	0	0	9	20748231	5.185740e-01	1
NEK5	407938	432	42	111134919	26376630	0	92	12	0	5	102	155019816	5.185842e-01	1
HNRNPK	460176	343	2	72940728	19772088	0	57	9	0	7	144	240484251	5.194580e-01	1
DMXL2	380843	422	11	455360325	122973249	0	268	52	0	2	89	190991724	5.195071e-01	1
SLITRK6	18898	822	-27	123139401	34497309	0	174	36	0	0	36	34497309	5.195107e-01	1
SLC27A3	1687837	175	33	103969614	35037303	0	57	13	0	1	37	77613753	5.197772e-01	1
ACADS	1741363	349	42	61268550	18172875	0	52	9	0	8	100	157636710	5.198488e-01	1
C1orf227	326908	445	13	15410598	3717651	0	14	5	0	6	79	104198073	5.199056e-01	1
RNF138	409393	481	23	38568033	9283743	0	19	3	0	9	180	423812214	5.199229e-01	1
TGS1	324398	409	17	130927776	31693494	0	76	12	0	0	12	31693494	5.203203e-01	1
ABCG2	432576	209	-7	99296589	27062007	0	72	14	0	4	110	190887879	5.203446e-01	1
OVGP1	397926	461	18	100065042	29471211	0	117	26	0	0	26	29471211	5.204203e-01	1
DMD	31871	NaN	-12	580888161	144552240	0	175	33	0	0	33	144552240	5.211010e-01	1
CST5	159399	889	-45	21724374	5628399	0	41	6	0	8	130	88662861	5.211115e-01	1
OSTM1	303865	459	38	50011752	13977537	0	24	4	0	0	4	13977537	5.213349e-01	1
MCART1	485791	524	28	43365672	12710628	0	18	2	0	0	2	12710628	5.215244e-01	1
JKAMP	168237	606	12	47021016	12793704	0	23	6	0	4	44	98673519	5.215296e-01	1
CCNK	345332	429	2	85734432	25358949	0	41	13	0	2	50	124011699	5.218482e-01	1
STRA6	530359	220	45	100667343	31672725	0	80	20	0	14	227	379179633	5.218992e-01	1
LY6G6D	2517236	193	20	19585167	5960703	0	15	2	0	1	7	13624464	5.219901e-01	1
MRPL30	489016	633	27	25088952	6438390	0	24	2	0	0	2	6438390	5.220728e-01	1
NAA25	771475	200	42	149744490	37986501	0	113	19	0	1	35	58755501	5.220779e-01	1
ZCCHC17	675993	215	30	37986501	8992977	0	18	1	0	0	1	8992977	5.220798e-01	1
TMEM14A	531039	498	18	15223677	4465335	0	10	5	0	3	60	104696529	5.221237e-01	1
TMEM141	1898901	190	39	17259039	4236876	0	11	3	0	50	914	1452002328	5.221958e-01	1
MRPL32	163131	744	-6	27975843	7975296	0	23	7	0	2	25	38464188	5.222617e-01	1
ZC3HC1	473377	146	38	74872245	21516684	0	68	13	0	0	13	21516684	5.224176e-01	1
NFKBIL1	2517285	220	35	55079388	17072118	0	31	6	0	3	14	33915777	5.225015e-01	1
IL1F8	641862	469	29	36574209	8909901	0	40	7	0	2	36	45878721	5.226892e-01	1
SNRPA	1127178	201	27	42327222	11817561	0	34	9	0	8	112	173047308	5.230892e-01	1
RBM42	1162794	390	27	68828466	23448201	0	50	11	0	3	37	71258439	5.230930e-01	1
NCCRP1	1652029	286	26	39689559	13271391	0	30	6	0	7	79	126981666	5.232865e-01	1
AKAP8	494792	481	28	104841912	28058919	0	85	14	0	4	71	114312576	5.235153e-01	1
C10orf35	824126	519	31	17466729	5836089	0	17	5	0	6	104	154874433	5.235841e-01	1
MTOR	577167	416	32	384101886	106752660	0	328	67	0	8	168	253381800	5.239141e-01	1
RETN	688482	384	31	16407510	4714563	0	11	3	0	37	604	1048834500	5.253704e-01	1
NXPH1	85530	915	-11	40312629	10779111	0	41	11	0	4	110	139941522	5.262389e-01	1
ENTPD7	422578	304	12	90220536	25857405	0	48	11	0	1	18	45172575	5.266155e-01	1
C22orf32	1321127	363	65	15763671	5046867	0	14	5	0	26	443	473740890	5.266447e-01	1
FAM63B	524797	311	28	92505126	25753560	0	30	6	0	0	6	25753560	5.267969e-01	1
PLEKHH1	483892	311	46	202809285	59316264	0	80	18	0	2	23	73667643	5.269560e-01	1
EML5	161619	704	1	301150500	79046814	0	167	33	0	1	40	92214360	5.272094e-01	1
ZNF559	401242	705	-65	81642939	20104392	0	53	8	0	2	29	61393164	5.273892e-01	1
TNFRSF19	181889	614	32	64051596	17882109	0	56	13	0	2	47	66273879	5.274634e-01	1
FAM71B	166999	1198	18	87499797	26148171	0	149	37	0	3	68	55183233	5.275783e-01	1
C19orf26	2214581	234	29	64134672	21599760	0	49	12	0	6	69	113336433	5.279407e-01	1
KLF1	1937827	226	32	50925588	17549805	0	31	5	0	0	5	17549805	5.281536e-01	1
PLA2G1B	1621662	187	56	23261280	5586861	0	13	2	0	28	365	669800250	5.281679e-01	1
CEACAM8	495357	380	5	51320199	15472905	0	42	13	0	5	75	112235676	5.282173e-01	1
NDUFAF2	205876	502	11	26459706	6189162	0	25	4	0	5	93	109701858	5.283659e-01	1
TPP1	424523	491	17	83221383	25317411	0	52	18	0	1	106	190493268	5.284191e-01	1
